Rk,G,Date,Opp,W/L,PTS,Opp.1,PTS.1,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
30,30,2022-12-20,DEN,L,91,105,36,81,.444,5,26,.192,14,21,.667,7,42,25,11,7,16,21,40,89,.449,10,27,.370,15,25,.600,13,48,28,9,5,17,19
31,31,2022-12-23,PHO,W,125,100,45,91,.495,7,23,.304,28,38,.737,19,53,30,11,5,12,22,38,87,.437,9,35,.257,15,26,.577,11,35,23,6,5,15,26
32,32,2022-12-25,GSW,L,109,123,39,94,.415,9,39,.231,22,30,.733,9,44,19,5,6,13,23,43,91,.473,18,44,.409,19,26,.731,9,51,31,6,5,12,18
33,33,2022-12-27,PHO,L,108,125,36,91,.396,8,30,.267,28,34,.824,15,40,18,9,6,15,23,43,87,.494,17,31,.548,22,25,.880,15,47,26,7,9,22,23
34,34,2022-12-29,TOR,W,119,106,48,95,.505,13,29,.448,10,14,.714,17,53,37,4,4,16,20,39,96,.406,10,28,.357,18,24,.750,17,47,21,11,7,8,20
35,35,2022-12-31,NOP,W,116,101,47,92,.511,5,29,.172,17,22,.773,13,52,26,14,11,19,27,32,91,.352,8,30,.267,29,36,.806,15,46,16,6,4,20,21
36,36,2023-01-01,SAC,W,118,108,46,100,.460,10,32,.313,16,24,.667,21,57,25,11,8,12,18,39,96,.406,15,43,.349,15,15,1.000,14,47,24,7,4,16,18
37,37,2023-01-04,CHO,W,131,107,47,94,.500,9,30,.300,28,37,.757,11,59,28,10,8,14,16,38,94,.404,11,38,.289,20,24,.833,10,44,25,11,8,12,23
38,38,2023-01-05,ORL,W,123,115,48,92,.522,12,36,.333,15,23,.652,9,49,24,5,3,13,22,39,84,.464,11,36,.306,26,30,.867,7,39,23,6,3,11,22
39,39,2023-01-08,UTA,W,123,118,46,102,.451,15,38,.395,16,22,.727,13,39,28,16,7,10,19,45,88,.511,10,32,.313,18,22,.818,8,46,29,7,9,21,18
40,40,2023-01-09,SAS,W,121,113,45,91,.495,11,26,.423,20,35,.571,11,50,26,9,7,14,15,44,97,.454,11,32,.344,14,16,.875,12,42,28,8,1,14,24
41,41,2023-01-11,SAS,W,135,129,52,101,.515,14,22,.636,17,25,.680,17,57,19,6,8,14,17,50,107,.467,11,34,.324,18,23,.783,17,48,33,7,11,12,18
42,42,2023-01-14,IND,W,130,112,48,87,.552,12,32,.375,22,28,.786,7,45,32,11,8,16,21,38,103,.369,11,47,.234,25,28,.893,16,49,26,5,8,20,20
43,43,2023-01-16,PHO,W,136,106,52,98,.531,16,37,.432,16,20,.800,13,51,29,8,6,11,19,39,89,.438,10,33,.303,18,19,.947,9,37,33,4,4,15,22
44,44,2023-01-18,CLE,W,115,114,44,97,.454,11,34,.324,16,22,.727,15,42,22,10,7,8,19,42,82,.512,16,35,.457,14,21,.667,11,47,29,4,7,19,17
45,45,2023-01-20,LAL,L,121,122,43,102,.422,9,29,.310,26,40,.650,24,63,24,6,7,14,31,38,93,.409,13,41,.317,33,41,.805,10,47,24,7,7,10,26
46,46,2023-01-22,PHO,L,110,112,40,92,.435,11,32,.344,19,27,.704,15,52,28,8,4,20,22,39,88,.443,13,35,.371,21,25,.840,6,40,25,10,5,17,26
47,47,2023-01-23,SAC,L,100,133,40,98,.408,12,36,.333,8,10,.800,10,31,28,14,3,15,21,49,88,.557,22,40,.550,13,14,.929,10,53,37,10,5,25,11
48,48,2023-01-25,GSW,L,120,122,42,88,.477,10,31,.323,26,37,.703,11,36,26,10,3,14,26,43,85,.506,14,32,.438,22,28,.786,14,44,33,7,5,22,27
49,49,2023-01-27,MIN,L,100,111,38,93,.409,8,33,.242,16,19,.842,15,47,22,14,2,21,12,44,86,.512,13,35,.371,10,15,.667,9,45,31,12,6,20,19
50,50,2023-01-29,IND,W,112,100,43,89,.483,9,37,.243,17,22,.773,15,41,29,10,8,9,21,36,79,.456,9,32,.281,19,21,.905,11,38,21,4,6,18,22
51,51,2023-02-01,POR,L,112,122,41,87,.471,9,37,.243,21,28,.750,12,44,28,8,7,13,22,41,87,.471,14,36,.389,26,27,.963,9,41,24,3,5,13,22
52,52,2023-02-02,CLE,L,113,128,41,87,.471,10,23,.435,21,22,.955,11,44,22,8,5,18,23,49,91,.538,14,29,.483,16,22,.727,9,41,33,12,7,16,17
53,53,2023-02-05,TOR,L,103,106,38,78,.487,10,27,.370,17,23,.739,8,44,25,10,9,20,16,44,101,.436,11,36,.306,7,12,.583,11,42,24,11,3,11,16
54,54,2023-02-07,CHI,W,104,89,39,81,.481,11,33,.333,15,21,.714,5,39,22,10,7,14,21,32,87,.368,7,35,.200,18,27,.667,11,49,24,9,3,20,16
55,55,2023-02-10,MIN,W,128,107,49,84,.583,10,25,.400,20,27,.741,9,44,27,12,6,19,19,41,88,.466,15,37,.405,10,12,.833,7,35,25,7,4,18,20
56,56,2023-02-12,BOS,L,109,119,42,84,.500,12,34,.353,13,21,.619,3,34,24,4,5,8,22,39,88,.443,21,51,.412,20,26,.769,15,55,28,5,3,11,14
57,57,2023-02-15,UTA,W,117,111,43,107,.402,14,40,.350,17,25,.680,17,46,24,13,9,4,21,42,91,.462,12,36,.333,15,19,.789,15,61,24,2,8,24,20
58,58,2023-02-23,PHI,L,105,110,34,87,.391,7,32,.219,30,36,.833,13,49,22,5,7,11,27,34,84,.405,13,36,.361,29,36,.806,7,43,25,3,10,12,26
59,59,2023-02-25,DEN,W,112,94,45,95,.474,15,44,.341,7,8,.875,11,50,25,10,3,12,13,36,89,.404,11,37,.297,11,14,.786,11,48,22,4,4,15,13
60,60,2023-02-28,LAL,W,121,109,51,112,.455,6,31,.194,13,17,.765,14,47,25,13,6,7,17,38,86,.442,13,34,.382,20,23,.870,14,56,22,5,10,26,19
61,61,2023-03-01,HOU,W,113,99,40,83,.482,17,41,.415,16,19,.842,8,44,27,6,9,8,21,36,90,.400,11,34,.324,16,25,.640,17,49,17,4,5,13,18
62,62,2023-03-03,DEN,L,97,113,31,84,.369,11,32,.344,24,31,.774,10,40,24,6,6,11,24,40,87,.460,8,31,.258,25,31,.806,13,53,28,6,5,10,21
63,63,2023-03-05,LAC,L,129,135,50,92,.543,18,34,.529,11,15,.733,2,26,32,13,3,8,23,45,85,.529,12,29,.414,33,35,.943,13,53,25,6,2,17,17
64,64,2023-03-07,LAL,L,103,112,36,93,.387,9,37,.243,22,29,.759,6,45,18,6,6,7,25,41,90,.456,7,28,.250,23,29,.793,7,57,27,4,2,15,18
65,65,2023-03-09,GSW,W,131,110,50,93,.538,18,40,.450,13,18,.722,9,42,36,6,3,14,18,36,82,.439,15,45,.333,23,24,.958,8,32,25,9,3,17,17
66,66,2023-03-11,DAL,W,112,108,41,86,.477,10,38,.263,20,24,.833,11,45,25,7,5,11,16,39,85,.459,15,43,.349,15,23,.652,10,43,25,4,3,11,17
67,67,2023-03-13,DAL,W,104,88,38,83,.458,12,37,.324,16,19,.842,7,47,23,9,3,16,17,35,90,.389,12,46,.261,6,8,.750,8,41,23,3,3,13,16
68,68,2023-03-15,MIA,L,119,138,46,91,.505,18,46,.391,9,14,.643,12,39,29,6,1,16,20,49,82,.598,13,29,.448,27,33,.818,8,41,33,8,5,13,16
69,69,2023-03-17,SAS,W,126,120,49,101,.485,14,38,.368,14,21,.667,15,52,27,13,9,17,24,39,98,.398,20,52,.385,22,29,.759,16,54,31,11,4,20,19
70,70,2023-03-18,GSW,W,133,119,52,95,.547,18,38,.474,11,17,.647,11,39,35,5,5,7,24,39,91,.429,13,35,.371,28,34,.824,15,42,27,3,8,13,21
71,71,2023-03-20,DAL,W,112,108,41,89,.461,10,35,.286,20,26,.769,17,50,21,5,3,11,18,39,84,.464,11,36,.306,19,20,.950,8,37,22,5,4,12,19
72,72,2023-03-22,HOU,W,130,125,45,87,.517,12,36,.333,28,33,.848,12,36,27,8,4,11,21,48,93,.516,12,33,.364,17,23,.739,20,48,27,6,3,16,25
73,73,2023-03-24,HOU,W,151,114,57,93,.613,25,42,.595,12,14,.857,5,35,36,12,7,11,19,47,87,.540,7,23,.304,13,21,.619,10,38,25,7,3,16,14
74,74,2023-03-26,ATL,W,123,119,48,89,.539,13,33,.394,14,19,.737,6,39,28,8,7,11,22,45,98,.459,7,31,.226,22,26,.846,14,48,27,4,5,10,15
75,75,2023-03-28,ORL,W,113,108,42,88,.477,12,34,.353,17,23,.739,7,49,26,11,6,17,17,41,100,.410,14,49,.286,12,15,.800,8,47,24,9,8,16,15
76,76,2023-03-29,LAC,L,132,141,49,95,.516,11,32,.344,23,28,.821,14,45,26,8,4,13,20,48,78,.615,22,37,.595,23,31,.742,3,32,28,8,4,16,21
77,77,2023-03-31,LAC,W,108,94,43,96,.448,9,33,.273,13,17,.765,12,51,25,11,7,15,16,34,90,.378,11,35,.314,15,18,.833,12,50,26,5,8,18,14
78,78,2023-04-02,CHI,L,107,128,39,84,.464,19,43,.442,10,12,.833,8,47,29,1,3,18,22,50,94,.532,9,31,.290,19,22,.864,4,36,29,9,6,3,13
79,79,2023-04-04,POR,W,119,109,42,87,.483,18,48,.375,17,22,.773,8,49,30,5,5,12,10,42,97,.433,14,42,.333,11,17,.647,13,49,23,7,7,10,18
80,80,2023-04-05,NOP,L,131,138,50,104,.481,12,36,.333,19,25,.760,15,49,33,10,6,14,25,44,88,.500,21,39,.538,29,39,.744,8,44,35,9,8,16,22
81,81,2023-04-07,MIL,W,137,114,53,93,.570,20,42,.476,11,15,.733,11,44,39,9,6,12,20,42,92,.457,21,49,.429,9,11,.818,11,38,30,5,3,19,15
82,82,2023-04-09,OKC,L,100,115,40,92,.435,7,37,.189,13,18,.722,11,43,25,8,4,12,16,45,90,.500,12,36,.333,13,16,.813,8,49,30,5,2,16,17
1,1,2022-10-19,CHI,L,108,116,37,80,.463,12,28,.429,22,28,.786,8,46,21,6,2,19,24,41,93,.441,13,36,.361,21,28,.750,12,46,23,12,6,15,26
2,2,2022-10-21,BOS,L,104,111,42,92,.457,8,26,.308,12,15,.800,11,36,23,8,3,10,18,41,79,.519,14,33,.424,15,15,1.000,12,43,17,4,11,20,23
3,3,2022-10-22,TOR,W,112,109,38,76,.500,11,30,.367,25,27,.926,6,44,28,2,2,16,26,37,87,.425,14,39,.359,21,28,.750,8,37,24,9,5,6,25
4,4,2022-10-24,TOR,L,90,98,29,83,.349,8,34,.235,24,27,.889,8,46,19,5,3,12,15,34,86,.395,14,32,.438,16,20,.800,10,52,22,6,6,12,22
5,5,2022-10-26,POR,W,119,98,44,87,.506,15,38,.395,16,19,.842,15,46,34,13,2,18,22,34,78,.436,12,37,.324,18,26,.692,11,38,20,9,4,19,17
6,6,2022-10-27,GSW,L,110,123,39,88,.443,14,43,.326,18,22,.818,8,31,25,16,5,12,15,46,92,.500,18,46,.391,13,15,.867,16,50,30,4,2,21,13
7,7,2022-10-29,SAC,L,113,119,38,89,.427,11,28,.393,26,31,.839,9,34,18,7,3,9,25,42,76,.553,14,31,.452,21,29,.724,6,43,27,1,6,21,29
8,8,2022-11-01,GSW,W,116,109,40,88,.455,16,42,.381,20,20,1.000,9,39,32,7,3,15,16,39,84,.464,18,49,.367,13,17,.765,10,41,31,8,5,20,22
9,9,2022-11-02,SAC,W,110,107,44,89,.494,11,34,.324,11,13,.846,9,46,27,5,5,11,20,41,86,.477,13,36,.361,12,14,.857,4,39,29,4,3,12,18
10,10,2022-11-04,IND,L,99,101,31,81,.383,11,39,.282,26,26,1.000,8,42,17,10,2,19,22,37,80,.463,12,39,.308,15,23,.652,5,42,28,7,5,19,19
11,11,2022-11-07,POR,L,107,110,40,84,.476,14,39,.359,13,15,.867,5,32,28,11,2,12,18,38,72,.528,16,37,.432,18,21,.857,4,37,27,7,2,19,16
12,12,2022-11-10,CHO,W,117,112,39,90,.433,10,36,.278,29,36,.806,8,38,21,9,1,11,25,43,88,.489,14,39,.359,12,20,.600,8,50,23,4,2,21,30
13,13,2022-11-12,CHO,W,132,115,49,93,.527,16,41,.390,18,21,.857,9,46,32,7,5,12,19,46,90,.511,9,31,.290,14,16,.875,4,37,25,4,3,12,21
14,14,2022-11-14,PHO,W,113,112,38,83,.458,15,33,.455,22,25,.880,17,42,23,6,4,15,10,48,99,.485,14,36,.389,2,4,.500,20,45,22,9,4,14,22
15,15,2022-11-16,TOR,L,104,112,36,66,.545,13,35,.371,19,22,.864,4,23,19,5,4,23,20,44,86,.512,7,26,.269,17,22,.773,16,42,23,5,3,14,23
16,16,2022-11-18,WAS,L,106,107,35,98,.357,11,43,.256,25,32,.781,10,53,23,6,4,10,15,41,96,.427,15,46,.326,10,14,.714,8,54,33,6,4,16,25
17,17,2022-11-20,CLE,L,87,113,31,80,.388,6,31,.194,19,22,.864,11,30,17,6,3,16,16,44,83,.530,13,37,.351,12,16,.750,13,49,31,7,1,20,23
18,18,2022-11-21,MIN,L,101,105,35,90,.389,11,38,.289,20,30,.667,12,46,26,9,5,15,20,37,85,.435,14,47,.298,17,20,.850,6,40,30,9,6,18,25
19,19,2022-11-23,WAS,W,113,105,39,93,.419,16,41,.390,19,22,.864,14,53,20,7,5,13,18,42,89,.472,10,38,.263,11,19,.579,7,43,27,7,5,14,20
20,20,2022-11-25,WAS,W,110,107,42,89,.472,7,26,.269,19,23,.826,10,47,24,5,5,13,19,40,93,.430,11,39,.282,16,20,.800,13,45,27,7,9,12,18
21,21,2022-11-27,ATL,W,106,98,40,82,.488,9,33,.273,17,19,.895,6,46,28,8,5,14,16,35,88,.398,10,36,.278,18,19,.947,8,42,24,6,3,12,12
22,22,2022-11-30,BOS,L,121,134,47,90,.522,18,40,.450,9,9,1.000,9,32,25,8,3,15,21,46,83,.554,22,45,.489,20,23,.870,11,41,32,7,0,18,18
23,23,2022-12-02,BOS,W,120,116,48,101,.475,11,35,.314,13,18,.722,12,50,19,11,3,17,24,40,87,.460,15,45,.333,21,28,.750,7,48,26,6,2,20,18
24,24,2022-12-05,MEM,L,93,101,31,79,.392,14,40,.350,17,22,.773,9,45,23,7,3,17,11,42,90,.467,8,32,.250,9,9,1.000,4,41,23,10,5,12,14
25,25,2022-12-06,DET,L,96,116,33,77,.429,10,32,.313,20,26,.769,7,40,21,7,2,15,20,43,87,.494,19,41,.463,11,15,.733,9,40,27,8,1,13,19
26,26,2022-12-08,LAC,W,115,110,46,90,.511,12,32,.375,11,14,.786,7,43,24,11,1,8,20,37,80,.463,17,36,.472,19,21,.905,7,43,24,3,3,16,16
27,27,2022-12-10,SAS,L,111,115,39,81,.481,13,34,.382,20,28,.714,5,32,26,5,3,10,22,42,78,.538,7,21,.333,24,31,.774,9,46,24,8,4,18,21
28,28,2022-12-12,IND,W,87,82,32,83,.386,9,34,.265,14,18,.778,9,48,23,7,2,14,17,28,79,.354,11,39,.282,15,20,.750,8,45,16,7,11,18,18
29,29,2022-12-14,OKC,W,110,108,37,86,.430,24,56,.429,12,15,.800,7,39,25,9,1,14,21,41,82,.500,9,24,.375,17,23,.739,7,44,26,7,4,14,16
30,30,2022-12-15,HOU,W,111,108,39,88,.443,16,47,.340,17,23,.739,14,40,21,10,6,14,19,44,94,.468,9,33,.273,11,17,.647,18,51,22,10,4,15,19
31,31,2022-12-17,SAS,W,111,101,42,82,.512,11,30,.367,16,23,.696,8,40,25,14,3,14,27,33,77,.429,10,27,.370,25,33,.758,7,38,29,8,3,17,19
32,32,2022-12-20,CHI,L,103,113,38,81,.469,15,44,.341,12,17,.706,9,35,26,9,0,13,16,40,73,.548,13,31,.419,20,24,.833,5,39,24,7,0,17,16
33,33,2022-12-23,IND,L,108,111,41,95,.432,13,33,.394,13,14,.929,13,38,23,7,3,10,13,40,83,.482,21,47,.447,10,14,.714,9,43,26,5,6,16,23
34,34,2022-12-26,MIN,W,113,110,47,102,.461,13,49,.265,6,8,.750,13,40,27,9,3,10,17,43,79,.544,15,34,.441,9,14,.643,8,44,31,4,3,22,14
35,35,2022-12-28,LAL,W,112,98,44,92,.478,11,35,.314,13,16,.813,10,37,20,14,4,6,15,37,77,.481,13,36,.361,11,15,.733,8,44,25,2,4,26,16
36,36,2022-12-30,DEN,L,119,124,39,87,.448,14,35,.400,27,30,.900,11,36,21,13,4,15,19,45,76,.592,17,28,.607,17,22,.773,5,36,34,6,1,20,19
37,37,2022-12-31,UTA,W,126,123,45,89,.506,13,39,.333,23,30,.767,10,37,32,10,1,12,32,35,81,.432,17,40,.425,36,44,.818,16,49,23,6,3,16,23
38,38,2023-01-02,LAC,W,110,100,39,85,.459,12,36,.333,20,24,.833,12,48,22,7,2,11,23,29,67,.433,12,29,.414,30,34,.882,3,34,19,7,1,15,18
39,39,2023-01-04,LAL,L,109,112,43,95,.453,8,29,.276,15,21,.714,14,43,24,9,4,13,20,40,81,.494,8,27,.296,24,30,.800,9,42,20,10,4,17,18
40,40,2023-01-06,PHO,W,104,96,33,78,.423,12,38,.316,26,31,.839,5,37,19,10,3,13,14,34,82,.415,6,23,.261,22,25,.880,8,44,22,5,2,14,20
41,41,2023-01-08,BRK,L,101,102,38,92,.413,13,35,.371,12,17,.706,16,41,22,8,4,12,17,39,76,.513,12,33,.364,12,15,.800,6,40,22,8,8,19,21
42,42,2023-01-10,OKC,W,112,111,31,79,.392,10,33,.303,40,40,1.000,13,41,18,10,4,20,19,44,91,.484,9,35,.257,14,21,.667,14,44,27,8,3,19,27
43,43,2023-01-12,MIL,W,108,102,42,95,.442,9,34,.265,15,16,.938,18,61,22,8,1,13,8,35,87,.402,22,57,.386,10,15,.667,8,39,20,10,2,11,12
44,44,2023-01-14,MIL,W,111,95,45,87,.517,11,22,.500,10,12,.833,13,51,17,9,3,11,14,34,84,.405,19,48,.396,8,12,.667,7,32,26,7,2,10,13
45,45,2023-01-16,ATL,L,113,121,43,89,.483,8,31,.258,19,20,.950,12,41,30,10,4,16,22,45,76,.592,13,27,.481,18,22,.818,2,28,27,9,5,16,17
46,46,2023-01-18,NOP,W,124,98,50,94,.532,12,35,.343,12,16,.750,10,43,37,11,2,11,17,37,80,.463,13,30,.433,11,18,.611,9,38,27,5,3,18,17
47,47,2023-01-20,DAL,L,90,115,33,69,.478,4,20,.200,20,27,.741,5,39,15,3,1,16,22,37,80,.463,18,38,.474,23,28,.821,10,37,21,7,1,10,22
48,48,2023-01-22,NOP,W,100,96,35,80,.438,8,34,.235,22,27,.815,12,42,17,16,1,22,14,37,78,.474,8,30,.267,14,18,.778,8,41,24,17,4,25,22
49,49,2023-01-24,BOS,W,98,95,34,94,.362,12,33,.364,18,23,.783,14,51,21,7,2,8,18,32,74,.432,10,32,.313,21,27,.778,5,44,21,5,6,17,22
50,50,2023-01-27,ORL,W,110,105,39,85,.459,10,33,.303,22,26,.846,5,37,28,9,3,11,19,33,69,.478,12,34,.353,27,32,.844,2,40,21,5,3,20,23
51,51,2023-01-29,CHO,L,117,122,45,93,.484,10,31,.323,17,23,.739,10,36,26,11,0,11,17,45,83,.542,15,40,.375,17,22,.773,11,47,25,6,3,19,18
52,52,2023-01-31,CLE,W,100,97,34,78,.436,14,31,.452,18,25,.720,9,45,21,7,3,15,17,40,83,.482,11,40,.275,6,12,.500,5,39,32,9,6,13,20
53,53,2023-02-02,NYK,L,104,106,39,87,.448,13,36,.361,13,16,.813,9,33,24,8,3,11,15,40,83,.482,12,36,.333,14,18,.778,11,44,25,8,0,18,17
54,54,2023-02-04,MIL,L,115,123,45,101,.446,8,31,.258,17,21,.810,13,44,23,9,2,7,23,46,88,.523,14,40,.350,17,28,.607,10,51,23,6,4,12,14
55,55,2023-02-08,IND,W,116,111,37,79,.468,6,19,.316,36,39,.923,15,48,21,7,3,13,22,38,78,.487,15,33,.455,20,28,.714,5,31,24,3,5,11,25
56,56,2023-02-10,HOU,W,97,95,32,77,.416,12,38,.316,21,22,.955,6,40,21,11,6,17,23,35,84,.417,7,30,.233,18,24,.750,10,47,23,11,4,18,21
57,57,2023-02-11,ORL,W,107,103,37,85,.435,12,39,.308,21,23,.913,11,46,24,7,6,20,22,37,87,.425,11,29,.379,18,23,.783,12,44,22,12,5,18,24
58,58,2023-02-13,DEN,L,108,112,39,89,.438,12,35,.343,18,20,.900,9,34,25,9,4,9,14,44,76,.579,11,28,.393,13,15,.867,6,39,34,3,4,13,18
59,59,2023-02-15,BRK,L,105,116,38,83,.458,8,28,.286,21,29,.724,12,41,19,4,3,8,18,41,77,.532,17,39,.436,17,20,.850,5,36,26,3,5,11,27
60,60,2023-02-24,MIL,L,99,128,36,92,.391,9,40,.225,18,25,.720,9,45,21,5,5,10,17,47,98,.480,19,46,.413,15,19,.789,10,57,27,6,1,12,18
61,61,2023-02-25,CHO,L,103,108,32,80,.400,11,36,.306,28,34,.824,7,42,24,7,3,18,25,38,88,.432,10,31,.323,22,27,.815,11,48,20,10,2,15,22
62,62,2023-02-27,PHI,W,101,99,35,81,.432,15,37,.405,16,22,.727,12,37,21,10,3,13,20,32,73,.438,10,27,.370,25,28,.893,9,39,20,7,3,20,24
63,63,2023-03-01,PHI,L,96,119,34,78,.436,7,29,.241,21,23,.913,5,33,18,3,2,13,17,41,83,.494,15,39,.385,22,22,1.000,9,41,25,6,5,9,20
64,64,2023-03-03,NYK,L,120,122,39,81,.481,12,25,.480,30,32,.938,11,39,23,7,2,12,17,47,81,.580,17,41,.415,11,17,.647,6,34,23,8,4,12,23
65,65,2023-03-04,ATL,W,117,109,42,83,.506,13,35,.371,20,23,.870,12,43,31,5,3,20,19,37,79,.468,9,30,.300,26,30,.867,10,37,22,12,1,16,23
66,66,2023-03-06,ATL,W,130,128,41,77,.532,16,29,.552,32,37,.865,8,32,27,6,4,11,17,51,92,.554,9,29,.310,17,23,.739,12,37,28,5,0,11,25
67,67,2023-03-08,CLE,L,100,104,35,70,.500,8,29,.276,22,29,.759,10,37,22,7,4,24,19,39,80,.488,9,28,.321,17,19,.895,7,32,26,13,3,17,23
68,68,2023-03-10,CLE,W,119,115,42,82,.512,14,29,.483,21,23,.913,11,46,22,7,4,16,20,40,86,.465,18,43,.419,17,21,.810,8,34,25,5,6,11,20
69,69,2023-03-11,ORL,L,114,126,42,94,.447,11,37,.297,19,20,.950,5,35,19,8,2,17,17,48,99,.485,13,37,.351,17,20,.850,15,54,34,10,10,19,20
70,70,2023-03-13,UTA,W,119,115,37,79,.468,14,34,.412,31,36,.861,9,37,20,12,4,13,13,43,90,.478,16,38,.421,13,18,.722,16,48,31,7,4,18,25
71,71,2023-03-15,MEM,W,138,119,49,82,.598,13,29,.448,27,33,.818,8,41,33,8,5,13,16,46,91,.505,18,46,.391,9,14,.643,12,39,29,6,1,16,20
72,72,2023-03-18,CHI,L,99,113,35,82,.427,10,37,.270,19,24,.792,14,39,23,4,2,14,10,45,80,.563,17,34,.500,6,6,1.000,5,32,34,8,5,14,18
73,73,2023-03-19,DET,W,112,100,38,79,.481,13,39,.333,23,25,.920,8,42,33,4,4,10,17,38,82,.463,10,32,.313,14,17,.824,9,39,26,4,2,13,20
74,74,2023-03-22,NYK,W,127,120,45,79,.570,16,28,.571,21,26,.808,2,29,28,9,1,10,18,42,82,.512,16,40,.400,20,25,.800,9,42,29,7,5,17,25
75,75,2023-03-25,BRK,L,100,129,38,80,.475,12,30,.400,12,14,.857,8,32,22,5,4,14,19,44,89,.494,18,40,.450,23,25,.920,17,45,30,6,6,8,18
76,76,2023-03-28,TOR,L,92,106,32,80,.400,10,33,.303,18,19,.947,12,43,18,6,3,16,10,45,93,.484,8,36,.222,8,9,.889,15,47,32,8,7,9,13
77,77,2023-03-29,NYK,L,92,101,35,79,.443,13,39,.333,9,14,.643,6,35,20,5,0,11,18,38,76,.500,13,31,.419,12,23,.522,9,47,22,8,3,16,14
78,78,2023-04-01,DAL,W,129,122,45,86,.523,13,37,.351,26,29,.897,10,36,27,6,0,11,16,47,77,.610,14,34,.412,14,16,.875,1,31,32,3,2,14,23
79,79,2023-04-04,DET,W,118,105,41,80,.513,13,36,.361,23,26,.885,5,33,26,12,2,8,18,36,73,.493,11,28,.393,22,27,.815,6,35,21,5,2,14,22
80,80,2023-04-06,PHI,W,129,101,49,88,.557,18,39,.462,13,15,.867,10,42,39,3,0,11,13,39,76,.513,10,36,.278,13,15,.867,3,32,23,7,4,17,18
81,81,2023-04-07,WAS,L,108,114,43,98,.439,15,47,.319,7,12,.583,14,47,26,7,4,16,29,39,84,.464,7,33,.212,29,37,.784,12,50,23,4,3,17,18
82,82,2023-04-09,ORL,W,123,110,45,83,.542,18,44,.409,15,20,.750,7,44,30,10,3,18,20,38,90,.422,17,47,.362,17,24,.708,13,43,29,13,1,14,17
1,1,2022-10-20,PHI,W,90,88,34,84,.405,13,42,.310,9,14,.643,7,48,24,4,6,14,16,36,83,.434,5,24,.208,11,13,.846,6,44,17,6,5,10,14
2,2,2022-10-22,HOU,W,125,105,48,85,.565,16,31,.516,13,21,.619,8,47,29,6,10,16,22,36,93,.387,16,37,.432,17,22,.773,15,47,20,9,6,14,22
3,3,2022-10-26,BRK,W,110,99,39,88,.443,10,36,.278,22,29,.759,14,54,21,8,12,19,22,34,86,.395,7,27,.259,24,30,.800,7,37,23,7,6,14,24
4,4,2022-10-28,NYK,W,119,108,42,109,.385,13,45,.289,22,27,.815,19,60,23,8,8,7,23,37,93,.398,12,35,.343,22,32,.688,13,54,19,6,5,13,19
5,5,2022-10-29,ATL,W,123,115,45,92,.489,14,36,.389,19,29,.655,14,49,24,8,5,12,18,45,94,.479,13,29,.448,12,15,.800,12,42,19,5,2,13,23
6,6,2022-10-31,DET,W,110,108,38,87,.437,11,40,.275,23,29,.793,14,50,20,5,5,16,21,41,92,.446,8,29,.276,18,21,.857,13,43,19,9,3,12,24
7,7,2022-11-02,DET,W,116,91,43,92,.467,10,38,.263,20,24,.833,15,52,24,17,5,16,16,33,79,.418,11,31,.355,14,15,.933,2,35,18,7,3,21,22
8,8,2022-11-04,MIN,W,115,102,41,85,.482,17,38,.447,16,28,.571,7,51,29,7,2,13,22,39,92,.424,11,41,.268,13,17,.765,10,47,22,2,4,16,25
9,9,2022-11-05,OKC,W,108,94,38,90,.422,17,47,.362,15,17,.882,18,55,23,7,6,19,16,36,84,.429,12,35,.343,10,16,.625,9,38,22,6,3,16,18
10,10,2022-11-07,ATL,L,98,117,36,87,.414,13,40,.325,13,16,.813,6,41,21,5,9,19,18,46,99,.465,11,29,.379,14,17,.824,12,48,23,11,3,12,18
11,11,2022-11-09,OKC,W,136,132,50,106,.472,17,36,.472,19,22,.864,11,55,27,8,7,17,23,50,111,.450,18,45,.400,14,19,.737,16,55,24,9,9,13,26
12,12,2022-11-11,SAS,L,93,111,32,98,.327,12,43,.279,17,23,.739,21,48,22,7,5,17,14,43,85,.506,12,31,.387,13,15,.867,9,50,22,3,13,19,22
13,13,2022-11-14,ATL,L,106,121,34,82,.415,6,29,.207,32,41,.780,11,46,21,4,3,17,26,44,92,.478,7,20,.350,26,30,.867,13,45,23,4,4,9,23
14,14,2022-11-16,CLE,W,113,98,41,86,.477,16,39,.410,15,27,.556,13,52,26,5,6,14,16,36,84,.429,12,28,.429,14,17,.824,6,34,22,7,7,8,18
15,15,2022-11-18,PHI,L,102,110,41,90,.456,12,36,.333,8,21,.381,8,42,22,8,7,13,18,40,78,.513,13,28,.464,17,26,.654,6,41,28,5,5,18,18
16,16,2022-11-21,POR,W,119,111,47,86,.547,9,28,.321,16,25,.640,10,42,31,12,8,14,17,44,93,.473,8,29,.276,15,19,.789,12,40,19,5,3,16,17
