Rk,G,Date,Opp,W/L,PTS,Opp.1,PTS.1,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
2,2,2024-10-25,UTA,W,127,86,51,106,.481,20,50,.400,5,6,.833,19,60,35,15,6,15,25,29,92,.315,9,42,.214,19,26,.731,14,45,18,8,5,22,11
3,3,2024-10-27,LAC,L,104,112,38,88,.432,14,43,.326,14,22,.636,14,47,19,10,5,21,22,42,90,.467,10,32,.313,18,23,.783,14,48,27,11,2,18,21
4,4,2024-10-29,NOP,W,124,106,46,97,.474,21,46,.457,11,13,.846,11,34,34,15,9,8,20,40,74,.541,9,22,.409,17,24,.708,9,44,23,4,6,24,13
5,5,2024-10-30,NOP,W,104,89,41,87,.471,13,38,.342,9,13,.692,13,42,32,5,9,14,22,33,90,.367,11,36,.306,12,20,.600,18,49,24,7,6,15,17
6,6,2024-11-02,HOU,W,127,121,40,78,.513,15,32,.469,32,50,.640,9,47,26,5,4,14,22,44,107,.411,15,45,.333,18,24,.750,18,49,27,10,6,11,32
7,7,2024-11-04,WAS,W,125,112,44,97,.454,12,37,.324,25,34,.735,16,56,29,5,7,7,20,42,96,.438,10,43,.233,18,21,.857,8,47,29,4,8,10,23
8,8,2024-11-06,BOS,W,118,112,42,91,.462,14,34,.412,20,24,.833,15,53,22,6,5,11,19,38,90,.422,19,54,.352,17,21,.810,13,47,22,5,3,12,18
9,9,2024-11-08,CLE,L,117,136,47,98,.480,13,42,.310,10,14,.714,11,40,32,14,4,17,24,46,85,.541,20,42,.476,24,28,.857,9,43,33,7,7,20,12
10,10,2024-11-10,OKC,W,127,116,45,89,.506,21,43,.488,16,23,.696,13,46,35,8,3,15,26,42,94,.447,11,33,.333,21,26,.808,14,41,25,4,6,11,18
11,11,2024-11-12,DAL,W,120,117,45,94,.479,14,41,.341,16,27,.593,18,50,29,13,7,13,18,44,84,.524,11,34,.324,18,24,.750,8,40,26,6,1,18,23
12,12,2024-11-15,MEM,W,123,118,43,98,.439,19,46,.413,18,25,.720,14,56,33,9,5,19,28,42,103,.408,7,42,.167,27,33,.818,18,54,22,8,11,15,21
13,13,2024-11-18,LAC,L,99,102,37,84,.440,16,44,.364,9,19,.474,9,45,27,12,4,19,14,35,82,.427,16,34,.471,16,18,.889,5,44,29,10,6,20,13
14,14,2024-11-20,ATL,W,120,97,47,101,.465,14,40,.350,12,18,.667,9,54,36,10,7,15,17,35,105,.333,12,45,.267,15,24,.625,21,65,27,9,5,17,17
15,15,2024-11-22,NOP,W,112,108,39,87,.448,12,37,.324,22,29,.759,14,52,27,5,5,17,19,41,92,.446,12,39,.308,14,22,.636,13,43,28,10,9,10,25
16,16,2024-11-23,SAS,L,94,104,36,95,.379,14,44,.318,8,13,.615,17,49,29,4,3,10,21,38,85,.447,13,47,.277,15,19,.789,9,48,29,5,9,9,16
17,17,2024-11-25,BRK,L,120,128,45,93,.484,19,46,.413,11,17,.647,11,43,32,8,5,13,21,41,83,.494,20,45,.444,26,30,.867,7,42,23,6,3,12,18
18,18,2024-11-27,OKC,L,101,105,35,98,.357,16,50,.320,15,21,.714,18,57,25,7,6,16,21,39,85,.459,11,37,.297,16,26,.615,8,48,26,10,9,14,21
19,19,2024-11-30,PHO,L,105,113,38,92,.413,14,40,.350,15,18,.833,9,43,28,8,5,9,17,38,79,.481,18,35,.514,19,22,.864,6,45,31,4,9,14,13
20,20,2024-12-03,DEN,L,115,119,44,95,.463,12,38,.316,15,21,.714,11,48,36,12,3,15,25,40,79,.506,11,24,.458,28,35,.800,4,38,32,9,5,15,15
21,21,2024-12-05,HOU,W,99,93,36,86,.419,9,28,.321,18,27,.667,11,54,19,5,3,10,16,35,93,.376,10,38,.263,13,17,.765,11,45,20,9,9,8,20
22,22,2024-12-06,MIN,L,90,107,32,82,.390,11,39,.282,15,17,.882,10,41,21,9,4,22,11,40,88,.455,14,42,.333,13,14,.929,9,48,32,12,6,21,14
23,23,2024-12-08,MIN,W,114,106,42,90,.467,16,41,.390,14,20,.700,14,45,28,8,6,13,20,36,79,.456,19,42,.452,15,20,.750,7,39,22,6,8,16,18
24,24,2024-12-11,HOU,L,90,91,37,84,.440,12,38,.316,4,9,.444,11,39,22,13,8,22,11,38,83,.458,6,27,.222,9,10,.900,7,36,23,10,5,17,14
25,25,2024-12-15,DAL,L,133,143,49,103,.476,27,54,.500,8,11,.727,15,37,39,8,2,10,17,52,87,.598,21,41,.512,18,25,.720,10,47,36,8,5,16,12
26,26,2024-12-19,MEM,L,93,144,32,90,.356,12,36,.333,17,24,.708,10,36,20,11,5,18,16,53,98,.541,27,48,.563,11,15,.733,15,60,38,11,8,17,19
27,27,2024-12-21,MIN,W,113,103,40,87,.460,16,42,.381,17,23,.739,11,45,30,9,6,11,23,36,86,.419,14,38,.368,17,25,.680,11,45,27,5,2,15,18
28,28,2024-12-23,IND,L,105,111,39,90,.433,12,38,.316,15,21,.714,11,44,29,7,7,11,13,45,92,.489,11,35,.314,10,11,.909,8,43,26,7,4,12,16
29,29,2024-12-25,LAL,L,113,115,41,89,.461,18,45,.400,13,17,.765,12,44,26,2,8,13,18,41,91,.451,15,42,.357,18,18,1.000,11,41,30,6,4,9,14
30,30,2024-12-27,LAC,L,92,102,35,95,.368,7,38,.184,15,20,.750,19,47,24,14,2,14,16,40,75,.533,10,32,.313,12,15,.800,6,39,19,6,10,23,19
31,31,2024-12-28,PHO,W,109,105,41,98,.418,12,45,.267,15,19,.789,18,49,26,8,7,12,17,39,92,.424,9,35,.257,18,22,.818,14,46,21,7,12,14,13
32,32,2024-12-30,CLE,L,95,113,33,99,.333,9,38,.237,20,26,.769,14,55,20,5,8,15,14,44,96,.458,18,47,.383,7,10,.700,11,54,25,10,6,16,25
33,33,2025-01-02,PHI,W,139,105,53,87,.609,22,39,.564,11,15,.733,5,43,41,5,8,12,22,34,81,.420,9,31,.290,28,34,.824,6,33,17,11,6,11,16
34,34,2025-01-04,MEM,W,121,113,44,84,.524,23,43,.535,10,16,.625,9,29,32,13,5,18,18,46,88,.523,9,27,.333,12,16,.750,12,43,29,9,7,23,18
35,35,2025-01-05,SAC,L,99,129,37,81,.457,12,35,.343,13,18,.722,9,35,22,10,3,22,21,45,87,.517,19,43,.442,20,22,.909,10,43,31,15,3,16,19
36,36,2025-01-07,MIA,L,98,114,40,98,.408,14,50,.280,4,5,.800,11,52,28,9,6,12,15,43,91,.473,16,40,.400,12,17,.706,9,48,32,6,3,10,9
37,37,2025-01-09,DET,W,107,104,41,89,.461,15,46,.326,10,16,.625,15,49,32,9,7,15,18,39,86,.453,14,39,.359,12,16,.750,7,40,25,7,7,15,19
38,38,2025-01-10,IND,L,96,108,38,91,.418,10,38,.263,10,13,.769,11,42,25,11,2,14,19,43,82,.524,9,27,.333,13,19,.684,8,48,27,8,8,15,13
39,39,2025-01-13,TOR,L,101,104,35,88,.398,16,46,.348,15,22,.682,14,46,23,11,4,15,14,41,86,.477,12,29,.414,10,15,.667,14,44,28,3,9,15,18
40,40,2025-01-15,MIN,W,116,115,40,82,.488,18,36,.500,18,21,.857,14,45,26,8,5,13,26,38,86,.442,17,37,.459,22,29,.759,16,41,21,4,7,9,17
41,41,2025-01-18,WAS,W,122,114,45,96,.469,14,41,.341,18,24,.750,17,55,24,6,7,10,18,38,86,.442,22,45,.489,16,23,.696,11,44,24,5,2,14,21
42,42,2025-01-20,BOS,L,85,125,32,92,.348,14,53,.264,7,11,.636,10,38,28,8,3,12,12,49,92,.533,20,48,.417,7,8,.875,8,50,33,8,9,10,8
43,43,2025-01-22,SAC,L,117,123,43,92,.467,22,48,.458,9,13,.692,12,44,31,5,2,19,27,41,81,.506,11,30,.367,30,32,.938,5,38,24,9,7,8,14
44,44,2025-01-23,CHI,W,131,106,46,102,.451,25,57,.439,14,14,1.000,15,52,37,3,6,12,21,34,87,.391,16,40,.400,22,27,.815,10,42,22,7,2,13,16
45,45,2025-01-25,LAL,L,108,118,41,89,.461,16,46,.348,10,16,.625,11,38,30,10,0,14,15,47,86,.547,10,29,.345,14,17,.824,10,42,29,8,2,13,13
46,46,2025-01-28,UTA,W,114,103,36,92,.391,17,49,.347,25,31,.806,16,47,29,8,4,9,24,39,76,.513,8,26,.308,17,24,.708,5,39,30,4,6,15,24
47,47,2025-01-29,OKC,W,116,109,40,81,.494,13,38,.342,23,28,.821,7,42,30,6,7,15,24,40,99,.404,9,39,.231,20,25,.800,17,50,21,8,3,14,21
48,48,2025-01-31,PHO,L,105,130,36,96,.375,16,44,.364,17,25,.680,14,49,26,11,6,12,19,50,89,.562,19,39,.487,11,16,.688,4,48,41,7,7,15,20
49,49,2025-02-03,ORL,W,104,99,34,78,.436,12,39,.308,24,34,.706,9,44,25,9,0,13,16,43,99,.434,8,32,.250,5,10,.500,18,52,23,8,2,12,26
50,50,2025-02-05,UTA,L,128,131,46,100,.460,17,48,.354,19,27,.704,12,41,33,6,4,9,24,48,92,.522,13,37,.351,22,27,.815,12,48,30,5,5,13,23
51,51,2025-02-06,LAL,L,112,120,41,101,.406,16,53,.302,14,20,.700,10,40,29,8,2,12,25,39,78,.500,13,35,.371,29,36,.806,7,47,26,9,5,14,21
1,1,2024-10-23,CHO,L,105,110,38,103,.369,13,43,.302,16,20,.800,16,43,19,8,4,8,18,38,85,.447,15,39,.385,19,24,.792,15,56,20,6,10,17,21
2,2,2024-10-25,MEM,W,128,108,43,98,.439,17,43,.395,25,36,.694,23,64,20,10,4,19,32,38,91,.418,10,28,.357,22,36,.611,14,43,24,8,8,19,25
3,3,2024-10-26,SAS,L,106,109,38,92,.413,13,41,.317,17,21,.810,8,34,21,10,3,11,24,39,79,.494,8,20,.400,23,28,.821,10,49,23,6,7,17,18
4,4,2024-10-28,SAS,W,106,101,35,85,.412,15,37,.405,21,24,.875,13,43,20,6,2,12,23,37,87,.425,10,33,.303,17,21,.810,17,49,22,6,6,17,21
5,5,2024-10-31,DAL,W,108,102,40,97,.412,8,34,.235,20,27,.741,18,50,21,4,4,10,20,39,85,.459,10,30,.333,14,20,.700,10,37,21,6,7,10,27
6,6,2024-11-02,GSW,L,121,127,44,107,.411,15,45,.333,18,24,.750,18,49,27,10,6,11,32,40,78,.513,15,32,.469,32,50,.640,9,47,26,5,4,14,22
7,7,2024-11-04,NYK,W,109,97,43,88,.489,8,33,.242,15,18,.833,11,50,21,4,6,11,20,34,88,.386,11,28,.393,18,21,.857,13,39,20,6,4,10,18
8,8,2024-11-06,SAS,W,127,100,54,96,.563,10,27,.370,9,15,.600,11,45,28,10,5,12,13,37,83,.446,14,36,.389,12,16,.750,8,41,20,6,6,20,13
9,9,2024-11-08,OKC,L,107,126,39,90,.433,11,30,.367,18,26,.692,14,48,19,7,3,17,18,46,90,.511,14,37,.378,20,23,.870,7,41,24,9,8,11,23
10,10,2024-11-10,DET,W,101,99,38,93,.409,7,34,.206,18,24,.750,17,53,19,10,5,12,21,36,84,.429,11,34,.324,16,23,.696,11,46,21,6,6,18,21
11,11,2024-11-11,WAS,W,107,92,40,87,.460,5,23,.217,22,25,.880,17,58,13,12,10,21,17,36,88,.409,11,31,.355,9,13,.692,8,34,21,14,5,19,17
12,12,2024-11-13,LAC,W,111,103,42,97,.433,15,40,.375,12,17,.706,18,59,28,8,11,14,17,38,96,.396,14,38,.368,13,16,.813,10,42,27,10,3,12,16
13,13,2024-11-15,LAC,W,125,104,46,95,.484,19,44,.432,14,18,.778,9,48,31,11,3,12,25,34,90,.378,10,40,.250,26,33,.788,13,51,12,6,6,15,15
14,14,2024-11-17,CHI,W,143,107,55,105,.524,10,34,.294,23,32,.719,14,66,34,8,9,11,18,36,107,.336,14,56,.250,21,22,.955,13,47,26,8,7,15,21
15,15,2024-11-18,MIL,L,100,101,40,100,.400,9,32,.281,11,13,.846,16,53,19,9,6,13,15,38,83,.458,13,33,.394,12,19,.632,4,43,21,8,8,16,18
16,16,2024-11-20,IND,W,130,113,47,102,.461,12,36,.333,24,33,.727,13,47,25,16,2,14,21,44,83,.530,5,22,.227,20,25,.800,3,36,19,7,9,23,24
17,17,2024-11-22,POR,W,116,88,42,93,.452,15,39,.385,17,25,.680,13,51,27,14,5,17,20,30,91,.330,11,43,.256,17,22,.773,13,45,17,9,8,21,20
18,18,2024-11-23,POR,L,98,104,32,90,.356,8,32,.250,26,33,.788,14,43,17,8,5,10,19,34,90,.378,18,44,.409,18,23,.783,16,53,16,5,12,18,26
19,19,2024-11-26,MIN,W,117,111,45,99,.455,15,37,.405,12,13,.923,7,44,31,12,9,12,20,42,98,.429,9,38,.237,18,20,.900,14,52,21,6,4,17,18
20,20,2024-11-27,PHI,W,122,115,40,88,.455,10,31,.323,32,38,.842,14,51,23,10,14,21,19,43,96,.448,12,33,.364,17,23,.739,10,42,19,12,7,16,26
21,21,2024-12-01,OKC,W,119,116,38,92,.413,13,37,.351,30,39,.769,15,51,20,3,6,10,21,42,94,.447,13,39,.333,19,25,.760,11,46,30,5,4,7,26
22,22,2024-12-03,SAC,L,111,120,41,93,.441,14,39,.359,15,21,.714,18,53,14,6,1,16,23,47,91,.516,14,30,.467,12,20,.600,10,34,33,7,8,10,20
23,23,2024-12-05,GSW,L,93,99,35,93,.376,10,38,.263,13,17,.765,11,45,20,9,9,8,20,36,86,.419,9,28,.321,18,27,.667,11,54,19,5,3,10,16
24,24,2024-12-08,LAC,W,117,106,40,82,.488,15,41,.366,22,26,.846,12,50,23,4,4,15,16,41,92,.446,11,34,.324,13,16,.813,7,33,21,11,3,8,24
25,25,2024-12-11,GSW,W,91,90,38,83,.458,6,27,.222,9,10,.900,7,36,23,10,5,17,14,37,84,.440,12,38,.316,4,9,.444,11,39,22,13,8,22,11
26,26,2024-12-14,OKC,L,96,111,35,96,.365,11,46,.239,15,25,.600,19,49,17,7,3,16,25,36,80,.450,11,30,.367,28,32,.875,4,43,19,12,4,12,24
27,27,2024-12-19,NOP,W,133,113,50,87,.575,17,39,.436,16,19,.842,6,42,34,7,6,12,20,41,92,.446,13,28,.464,18,25,.720,11,37,25,6,2,12,22
28,28,2024-12-22,TOR,W,114,110,40,89,.449,7,28,.250,27,33,.818,18,53,18,12,6,21,14,42,92,.457,17,43,.395,9,13,.692,11,42,33,10,3,21,25
29,29,2024-12-23,CHO,W,114,101,43,99,.434,13,42,.310,15,19,.789,21,60,23,4,8,12,16,37,89,.416,10,36,.278,17,24,.708,11,44,25,8,6,11,15
30,30,2024-12-26,NOP,W,128,111,46,97,.474,18,47,.383,18,23,.783,18,54,19,7,9,16,14,43,99,.434,12,37,.324,13,18,.722,17,44,29,12,2,16,16
31,31,2024-12-27,MIN,L,112,113,45,92,.489,10,30,.333,12,19,.632,16,47,19,7,3,14,16,42,83,.506,21,43,.488,8,16,.500,10,40,25,8,6,16,22
32,32,2024-12-29,MIA,L,100,104,38,97,.392,13,40,.325,11,13,.846,19,52,24,5,4,13,21,37,84,.440,10,33,.303,20,28,.714,15,52,21,6,3,15,14
33,33,2025-01-01,DAL,W,110,99,42,89,.472,8,25,.320,18,23,.783,4,35,16,17,1,14,18,40,75,.533,11,28,.393,8,16,.500,6,38,19,9,12,20,20
34,34,2025-01-03,BOS,L,86,109,32,88,.364,10,36,.278,12,12,1.000,14,37,9,6,4,14,21,39,77,.506,19,39,.487,12,18,.667,12,41,20,6,8,14,13
35,35,2025-01-05,LAL,W,119,115,47,99,.475,14,40,.350,11,19,.579,18,49,19,3,4,6,22,38,78,.487,16,36,.444,23,28,.821,10,39,26,4,5,10,21
36,36,2025-01-07,WAS,W,135,112,50,97,.515,15,38,.395,20,23,.870,19,49,31,15,2,10,17,41,89,.461,15,40,.375,15,20,.750,16,43,21,6,4,18,19
37,37,2025-01-09,MEM,W,119,115,41,96,.427,13,34,.382,24,41,.585,16,44,21,13,3,13,23,42,84,.500,10,32,.313,21,30,.700,10,43,20,9,8,20,28
38,38,2025-01-13,MEM,W,120,118,41,81,.506,16,31,.516,22,31,.710,15,40,28,13,8,23,16,45,84,.536,14,32,.438,14,21,.667,8,31,15,17,2,18,25
39,39,2025-01-15,DEN,W,128,108,49,94,.521,17,38,.447,13,17,.765,14,40,28,14,6,11,19,40,75,.533,14,29,.483,14,21,.667,9,36,22,4,7,20,16
40,40,2025-01-16,SAC,L,127,132,49,93,.527,12,33,.364,17,24,.708,12,46,24,10,6,14,18,49,98,.500,14,33,.424,20,22,.909,12,44,32,5,3,12,15
41,41,2025-01-18,POR,W,125,103,48,108,.444,14,31,.452,15,22,.682,23,61,25,13,4,14,18,39,86,.453,12,36,.333,13,18,.722,8,40,28,6,10,19,24
42,42,2025-01-20,DET,L,96,107,37,94,.394,11,39,.282,11,16,.688,15,39,19,18,1,17,17,42,88,.477,10,27,.370,13,15,.867,13,52,21,12,5,23,11
43,43,2025-01-22,CLE,W,109,108,40,91,.440,15,34,.441,14,20,.700,20,53,25,8,5,22,20,41,97,.423,13,41,.317,13,19,.684,20,45,25,12,5,13,18
44,44,2025-01-25,CLE,W,135,131,45,82,.549,13,28,.464,32,45,.711,14,45,26,5,4,11,23,47,91,.516,17,39,.436,20,26,.769,10,40,28,4,5,11,30
45,45,2025-01-27,BOS,W,114,112,41,92,.446,17,41,.415,15,21,.714,12,39,29,7,1,8,22,39,80,.488,15,39,.385,19,20,.950,7,41,21,4,4,15,20
46,46,2025-01-28,ATL,W,100,96,37,79,.468,7,30,.233,19,20,.950,6,44,19,12,4,21,20,36,89,.404,11,47,.234,13,16,.813,9,40,19,11,5,18,18
47,47,2025-01-30,MEM,L,119,120,42,97,.433,13,32,.406,22,28,.786,19,45,22,6,5,12,20,48,93,.516,9,28,.321,15,20,.750,9,37,23,7,6,11,25
48,48,2025-02-01,BRK,L,98,110,38,95,.400,12,39,.308,10,15,.667,14,44,18,6,6,11,20,43,87,.494,10,27,.370,14,21,.667,13,46,24,5,8,11,16
49,49,2025-02-03,NYK,L,118,124,48,104,.462,8,28,.286,14,15,.933,20,50,27,8,6,17,26,47,93,.505,6,26,.231,24,30,.800,12,40,24,9,5,14,15
50,50,2025-02-04,BRK,L,97,99,34,83,.410,11,32,.344,18,27,.667,16,45,23,6,6,18,18,38,82,.463,10,27,.370,13,17,.765,10,39,26,10,9,14,25
51,51,2025-02-06,MIN,L,114,127,41,84,.488,12,31,.387,20,28,.714,12,39,26,12,7,12,18,45,94,.479,16,39,.410,21,24,.875,18,47,23,5,6,13,21
1,1,2024-10-23,DET,W,115,109,42,83,.506,9,31,.290,22,25,.880,7,39,32,10,8,15,23,38,88,.432,9,33,.273,24,28,.857,12,38,22,6,2,14,21
2,2,2024-10-25,NYK,L,98,123,41,83,.494,3,30,.100,13,20,.650,9,33,28,8,6,16,24,44,84,.524,12,27,.444,23,29,.793,11,43,19,5,4,12,18
3,3,2024-10-27,PHI,L,114,118,39,84,.464,13,32,.406,23,34,.676,7,37,28,8,4,20,26,42,98,.429,11,42,.262,23,31,.742,20,54,15,9,4,20,26
4,4,2024-10-28,ORL,L,115,119,41,88,.466,13,29,.448,20,30,.667,15,44,25,7,4,13,28,39,83,.470,13,41,.317,28,38,.737,11,46,26,7,6,15,25
5,5,2024-10-30,BOS,W,135,132,50,104,.481,15,38,.395,20,24,.833,16,57,33,10,5,19,26,44,109,.404,19,57,.333,25,31,.806,18,51,23,11,5,14,19
6,6,2024-11-01,NOP,L,118,125,46,89,.517,16,38,.421,10,13,.769,6,39,35,3,3,14,21,49,101,.485,12,31,.387,15,19,.789,15,46,28,8,4,8,15
7,7,2024-11-04,DAL,W,134,127,54,95,.568,13,32,.406,13,20,.650,7,46,30,5,3,10,16,46,89,.517,15,36,.417,20,25,.800,5,38,29,4,3,9,18
8,8,2024-11-06,ORL,W,118,111,41,76,.539,12,26,.462,24,26,.923,4,36,21,7,3,11,24,42,82,.512,7,25,.280,20,26,.769,10,38,26,6,5,16,22
9,9,2024-11-08,CHO,L,83,103,33,83,.398,9,29,.310,8,14,.571,7,37,24,10,4,14,16,38,90,.422,17,50,.340,10,12,.833,13,56,23,6,7,15,16
10,10,2024-11-10,NYK,W,132,121,45,88,.511,21,46,.457,21,25,.840,5,32,27,6,4,10,22,46,83,.554,7,25,.280,22,27,.815,8,39,23,5,3,14,20
11,11,2024-11-13,ORL,L,90,94,32,84,.381,10,30,.333,16,18,.889,7,41,22,10,6,17,19,34,84,.405,13,38,.342,13,15,.867,13,50,26,8,10,17,19
12,12,2024-11-15,MIA,L,111,124,44,86,.512,14,35,.400,9,11,.818,8,39,28,8,4,20,15,45,87,.517,15,42,.357,19,23,.826,4,36,27,16,1,10,12
13,13,2024-11-17,MIA,W,119,110,44,85,.518,13,29,.448,18,20,.900,10,45,30,6,6,11,16,36,90,.400,19,43,.442,19,20,.950,15,38,21,4,1,11,13
14,14,2024-11-18,TOR,L,119,130,44,99,.444,15,40,.375,16,20,.800,12,32,29,17,5,11,19,48,82,.585,14,29,.483,20,28,.714,10,46,27,5,9,23,26
15,15,2024-11-20,HOU,L,113,130,44,83,.530,5,22,.227,20,25,.800,3,36,19,7,9,23,24,47,102,.461,12,36,.333,24,33,.727,13,47,25,16,2,14,21
16,16,2024-11-22,MIL,L,117,129,43,91,.473,11,34,.324,20,27,.741,14,46,30,11,6,16,17,48,90,.533,17,36,.472,16,20,.800,10,44,33,10,4,18,19
17,17,2024-11-24,WAS,W,115,103,41,86,.477,12,27,.444,21,27,.778,12,45,31,8,3,12,18,36,79,.456,11,35,.314,20,25,.800,8,41,24,8,5,17,19
18,18,2024-11-25,NOP,W,114,110,43,91,.473,17,47,.362,11,16,.688,7,41,30,10,2,15,16,45,87,.517,9,33,.273,11,19,.579,8,44,35,9,3,15,16
19,19,2024-11-27,POR,W,121,114,46,94,.489,13,32,.406,16,20,.800,19,47,27,10,10,12,21,44,87,.506,16,35,.457,10,17,.588,13,38,31,6,5,14,18
20,20,2024-11-29,DET,L,106,130,41,85,.482,12,33,.364,12,13,.923,7,32,23,9,4,16,18,48,83,.578,18,38,.474,16,20,.800,7,44,35,9,5,18,16
21,21,2024-12-01,MEM,L,121,136,43,90,.478,14,42,.333,21,26,.808,6,41,28,8,3,15,22,49,93,.527,16,46,.348,22,27,.815,8,40,36,9,6,10,22
22,22,2024-12-03,TOR,L,111,122,38,84,.452,12,30,.400,23,28,.821,9,34,21,8,6,21,23,44,81,.543,13,33,.394,21,29,.724,6,42,28,9,4,21,26
23,23,2024-12-04,BRK,L,90,99,32,75,.427,8,33,.242,18,22,.818,5,39,20,6,10,16,19,35,81,.432,12,36,.333,17,23,.739,7,43,24,12,6,17,18
24,24,2024-12-06,CHI,W,132,123,52,92,.565,18,30,.600,10,12,.833,7,46,33,9,4,13,10,46,97,.474,21,50,.420,10,12,.833,8,38,33,8,6,12,13
25,25,2024-12-08,CHO,L,109,113,42,82,.512,12,36,.333,13,15,.867,3,29,23,9,7,17,19,40,78,.513,14,29,.483,19,26,.731,10,45,24,11,3,25,18
26,26,2024-12-13,PHI,W,121,107,47,91,.516,14,38,.368,13,17,.765,8,41,35,9,4,10,21,37,85,.435,10,25,.400,23,32,.719,15,47,18,5,4,15,16
27,27,2024-12-15,NOP,W,119,104,41,81,.506,16,38,.421,21,24,.875,7,43,33,10,9,17,21,38,97,.392,10,33,.303,18,23,.783,19,49,18,11,4,18,19
28,28,2024-12-19,PHO,W,120,111,39,89,.438,16,41,.390,26,31,.839,9,47,30,9,7,9,21,40,82,.488,9,30,.300,22,28,.786,7,44,28,6,4,16,20
29,29,2024-12-22,SAC,W,122,95,50,86,.581,17,39,.436,5,8,.625,6,50,36,7,5,12,15,35,96,.365,12,38,.316,13,17,.765,15,47,21,3,3,10,11
30,30,2024-12-23,GSW,W,111,105,45,92,.489,11,35,.314,10,11,.909,8,43,26,7,4,12,16,39,90,.433,12,38,.316,15,21,.714,11,44,29,7,7,11,13
31,31,2024-12-26,OKC,L,114,120,42,89,.472,14,36,.389,16,22,.727,11,51,28,1,8,11,21,44,95,.463,13,37,.351,19,24,.792,9,45,20,4,4,3,18
32,32,2024-12-27,BOS,L,105,142,38,91,.418,11,39,.282,18,25,.720,13,39,27,5,3,12,20,47,92,.511,23,56,.411,25,29,.862,18,52,31,9,6,10,19
33,33,2024-12-29,BOS,W,123,114,46,87,.529,9,23,.391,22,27,.815,11,50,27,6,2,9,17,43,93,.462,16,54,.296,12,19,.632,8,41,26,6,6,8,22
34,34,2024-12-31,MIL,L,112,120,40,90,.444,13,37,.351,19,30,.633,9,50,26,8,7,18,20,45,97,.464,12,33,.364,18,24,.750,13,51,27,10,0,12,22
35,35,2025-01-02,MIA,W,128,115,51,96,.531,17,40,.425,9,16,.563,13,39,35,9,4,8,16,43,75,.573,11,26,.423,18,21,.857,5,39,34,6,6,16,13
36,36,2025-01-04,PHO,W,126,108,46,96,.479,15,40,.375,19,21,.905,13,47,35,7,4,8,16,38,78,.487,12,30,.400,20,21,.952,5,36,30,3,7,13,14
37,37,2025-01-06,BRK,W,113,99,40,79,.506,12,31,.387,21,23,.913,5,35,22,8,5,12,17,41,98,.418,10,33,.303,7,11,.636,20,51,23,8,3,14,19
38,38,2025-01-08,CHI,W,129,113,52,100,.520,10,29,.345,15,24,.625,15,46,37,11,1,13,19,44,86,.512,12,35,.343,13,19,.684,9,39,23,6,6,18,24
39,39,2025-01-10,GSW,W,108,96,43,82,.524,9,27,.333,13,19,.684,8,48,27,8,8,15,13,38,91,.418,10,38,.263,10,13,.769,11,42,25,11,2,14,19
40,40,2025-01-12,CLE,W,108,93,43,92,.467,11,35,.314,11,18,.611,9,50,30,11,7,12,22,33,83,.398,11,41,.268,16,18,.889,6,44,24,4,5,13,18
41,41,2025-01-14,CLE,L,117,127,44,91,.484,12,28,.429,17,22,.773,9,37,30,10,3,14,18,43,89,.483,15,44,.341,26,31,.839,14,49,25,8,6,15,18
42,42,2025-01-16,DET,W,111,100,41,89,.461,13,30,.433,16,22,.727,3,40,28,13,8,10,17,36,91,.396,9,36,.250,19,22,.864,14,55,22,3,7,19,20
43,43,2025-01-18,PHI,W,115,102,44,83,.530,11,34,.324,16,23,.696,14,50,30,4,4,18,21,38,89,.427,10,34,.294,16,22,.727,10,32,21,8,1,9,19
44,44,2025-01-23,SAS,L,110,140,44,97,.454,13,43,.302,9,12,.750,9,31,31,10,2,11,9,58,96,.604,18,36,.500,6,6,1.000,15,57,43,10,10,20,13
45,45,2025-01-25,SAS,W,136,98,53,102,.520,17,39,.436,13,14,.929,16,50,32,14,9,10,20,35,85,.412,11,32,.344,17,25,.680,15,44,22,9,5,24,17
46,46,2025-01-29,DET,W,133,119,46,81,.568,19,38,.500,22,31,.710,5,36,28,7,5,13,18,44,89,.494,12,34,.353,19,26,.731,9,41,26,7,3,15,21
47,47,2025-02-01,ATL,W,132,127,49,90,.544,12,33,.364,22,25,.880,7,41,35,6,5,12,26,45,90,.500,14,37,.378,23,32,.719,11,44,31,6,4,13,23
48,48,2025-02-03,UTA,W,112,111,43,91,.473,10,42,.238,16,20,.800,6,37,32,13,10,9,20,39,91,.429,13,37,.351,20,30,.667,17,60,31,5,4,19,17
49,49,2025-02-04,POR,L,89,112,34,81,.420,5,24,.208,16,21,.762,14,39,25,11,6,19,19,41,92,.446,14,37,.378,16,17,.941,16,51,23,8,4,19,17
50,50,2025-02-06,LAC,W,119,112,43,95,.453,13,39,.333,20,24,.833,12,46,31,13,3,8,14,41,88,.466,17,40,.425,13,18,.722,11,48,25,5,4,19,16
1,1,2024-10-23,PHO,L,113,116,42,92,.457,8,29,.276,21,30,.700,13,51,27,9,1,22,29,38,78,.487,15,38,.395,25,34,.735,4,42,25,12,9,22,23
