     ,Date                ,Start (ET) ,Visitor/Neutral        ,PTS ,Home/Neutral           ,PTS.1 ,Unnamed: 6 ,Unnamed: 7 ,Attend. ,LOG    ,Arena                      ,Notes
 130 ,"Fri, Nov 5, 2021"  ,10:00p     ,Indiana Pacers         ,106 ,Portland Trail Blazers ,  110 ,Box Score  ,           ,16841.0 ,2:04   ,Moda Center                ,
 131 ,"Fri, Nov 5, 2021"  ,10:00p     ,Charlotte Hornets      ,110 ,Sacramento Kings       ,  140 ,Box Score  ,           ,14905.0 ,2:07   ,Golden 1 Center            ,
 132 ,"Sat, Nov 6, 2021"  ,5:00p      ,Houston Rockets        , 94 ,Denver Nuggets         ,   95 ,Box Score  ,           ,16046.0 ,2:09   ,Ball Arena                 ,
 133 ,"Sat, Nov 6, 2021"  ,7:30p      ,Utah Jazz              ,115 ,Miami Heat             ,  118 ,Box Score  ,           ,19600.0 ,2:16   ,FTX Arena                  ,
 134 ,"Sat, Nov 6, 2021"  ,8:00p      ,Philadelphia 76ers     ,114 ,Chicago Bulls          ,  105 ,Box Score  ,           ,20936.0 ,2:16   ,United Center              ,
 135 ,"Sat, Nov 6, 2021"  ,8:30p      ,Boston Celtics         ,104 ,Dallas Mavericks       ,  107 ,Box Score  ,           ,20052.0 ,2:07   ,American Airlines Center   ,
 136 ,"Sat, Nov 6, 2021"  ,10:00p     ,Atlanta Hawks          ,117 ,Phoenix Suns           ,  121 ,Box Score  ,           ,15412.0 ,2:11   ,Phoenix Suns Arena         ,
 137 ,"Sat, Nov 6, 2021"  ,10:30p     ,Los Angeles Lakers     , 90 ,Portland Trail Blazers ,  105 ,Box Score  ,           ,19393.0 ,2:06   ,Moda Center                ,
 138 ,"Sun, Nov 7, 2021"  ,3:30p      ,Brooklyn Nets          ,116 ,Toronto Raptors        ,  103 ,Box Score  ,           ,19800.0 ,2:01   ,Scotiabank Arena           ,
 139 ,"Sun, Nov 7, 2021"  ,6:00p      ,Cleveland Cavaliers    ,126 ,New York Knicks        ,  109 ,Box Score  ,           ,19040.0 ,2:05   ,Madison Square Garden (IV) ,
 140 ,"Sun, Nov 7, 2021"  ,6:00p      ,Utah Jazz              ,100 ,Orlando Magic          ,  107 ,Box Score  ,           ,13386.0 ,2:10   ,Amway Center               ,
 141 ,"Sun, Nov 7, 2021"  ,6:00p      ,Indiana Pacers         , 94 ,Sacramento Kings       ,   91 ,Box Score  ,           ,12993.0 ,2:15   ,Golden 1 Center            ,
 142 ,"Sun, Nov 7, 2021"  ,6:00p      ,Milwaukee Bucks        , 94 ,Washington Wizards     ,  101 ,Box Score  ,           ,15570.0 ,2:12   ,Capital One Arena          ,
 143 ,"Sun, Nov 7, 2021"  ,7:00p      ,San Antonio Spurs      , 94 ,Oklahoma City Thunder  ,   99 ,Box Score  ,           ,12972.0 ,2:02   ,Paycom Center              ,
 144 ,"Sun, Nov 7, 2021"  ,8:30p      ,Houston Rockets        ,107 ,Golden State Warriors  ,  120 ,Box Score  ,           ,18064.0 ,2:11   ,Chase Center               ,
 145 ,"Sun, Nov 7, 2021"  ,9:00p      ,Charlotte Hornets      ,106 ,Los Angeles Clippers   ,  120 ,Box Score  ,           ,15781.0 ,2:25   ,Crypto.com Arena           ,
 146 ,"Mon, Nov 8, 2021"  ,7:00p      ,New York Knicks        ,103 ,Philadelphia 76ers     ,   96 ,Box Score  ,           ,20224.0 ,2:04   ,Wells Fargo Center         ,
 147 ,"Mon, Nov 8, 2021"  ,8:00p      ,Brooklyn Nets          , 95 ,Chicago Bulls          ,  118 ,Box Score  ,           ,19459.0 ,2:08   ,United Center              ,
 148 ,"Mon, Nov 8, 2021"  ,8:00p      ,Minnesota Timberwolves ,118 ,Memphis Grizzlies      ,  125 ,Box Score  ,OT         ,12416.0 ,2:36   ,FedEx Forum                ,
 149 ,"Mon, Nov 8, 2021"  ,8:30p      ,New Orleans Pelicans   , 92 ,Dallas Mavericks       ,  108 ,Box Score  ,           ,19231.0 ,2:05   ,American Airlines Center   ,
 150 ,"Mon, Nov 8, 2021"  ,9:00p      ,Miami Heat             , 96 ,Denver Nuggets         ,  113 ,Box Score  ,           ,15577.0 ,2:26   ,Ball Arena                 ,
 151 ,"Mon, Nov 8, 2021"  ,10:00p     ,Atlanta Hawks          ,113 ,Golden State Warriors  ,  127 ,Box Score  ,           ,18064.0 ,2:17   ,Chase Center               ,
 152 ,"Mon, Nov 8, 2021"  ,10:00p     ,Phoenix Suns           ,109 ,Sacramento Kings       ,  104 ,Box Score  ,           ,13566.0 ,2:14   ,Golden 1 Center            ,
 153 ,"Mon, Nov 8, 2021"  ,10:30p     ,Charlotte Hornets      ,123 ,Los Angeles Lakers     ,  126 ,Box Score  ,OT         ,18997.0 ,2:44   ,Crypto.com Arena           ,
 154 ,"Tue, Nov 9, 2021"  ,7:30p      ,Milwaukee Bucks        ,118 ,Philadelphia 76ers     ,  109 ,Box Score  ,           ,20029.0 ,2:14   ,Wells Fargo Center         ,
 155 ,"Tue, Nov 9, 2021"  ,9:00p      ,Atlanta Hawks          , 98 ,Utah Jazz              ,  110 ,Box Score  ,           ,18306.0 ,2:06   ,Vivint Smart Home Arena    ,
 156 ,"Tue, Nov 9, 2021"  ,10:00p     ,Portland Trail Blazers ,109 ,Los Angeles Clippers   ,  117 ,Box Score  ,           ,14131.0 ,2:08   ,Crypto.com Arena           ,
 157 ,"Wed, Nov 10, 2021" ,7:00p      ,Washington Wizards     , 97 ,Cleveland Cavaliers    ,   94 ,Box Score  ,           ,18056.0 ,2:19   ,Rocket Mortgage Fieldhouse ,
 158 ,"Wed, Nov 10, 2021" ,7:00p      ,Brooklyn Nets          ,123 ,Orlando Magic          ,   90 ,Box Score  ,           ,13882.0 ,2:06   ,Amway Center               ,
 159 ,"Wed, Nov 10, 2021" ,7:30p      ,Toronto Raptors        , 88 ,Boston Celtics         ,  104 ,Box Score  ,           ,19156.0 ,2:12   ,TD Garden                  ,
 160 ,"Wed, Nov 10, 2021" ,7:30p      ,Detroit Pistons        ,112 ,Houston Rockets        ,  104 ,Box Score  ,           ,15350.0 ,2:27   ,Toyota Center              ,
 161 ,"Wed, Nov 10, 2021" ,7:30p      ,Milwaukee Bucks        ,112 ,New York Knicks        ,  100 ,Box Score  ,           ,18027.0 ,2:07   ,Madison Square Garden (IV) ,
 162 ,"Wed, Nov 10, 2021" ,8:00p      ,Dallas Mavericks       ,107 ,Chicago Bulls          ,  117 ,Box Score  ,           ,20910.0 ,2:08   ,United Center              ,
 163 ,"Wed, Nov 10, 2021" ,8:00p      ,Charlotte Hornets      ,118 ,Memphis Grizzlies      ,  108 ,Box Score  ,           ,13880.0 ,2:09   ,FedEx Forum                ,
 164 ,"Wed, Nov 10, 2021" ,8:00p      ,Oklahoma City Thunder  ,108 ,New Orleans Pelicans   ,  100 ,Box Score  ,           ,15355.0 ,2:24   ,Smoothie King Center       ,
 165 ,"Wed, Nov 10, 2021" ,8:30p      ,Sacramento Kings       ,117 ,San Antonio Spurs      ,  136 ,Box Score  ,           ,15065.0 ,2:09   ,AT&T Center                ,
 166 ,"Wed, Nov 10, 2021" ,9:00p      ,Indiana Pacers         , 98 ,Denver Nuggets         ,  101 ,Box Score  ,           ,15232.0 ,2:14   ,Ball Arena                 ,
 167 ,"Wed, Nov 10, 2021" ,9:00p      ,Portland Trail Blazers ,109 ,Phoenix Suns           ,  119 ,Box Score  ,           ,15672.0 ,2:08   ,Phoenix Suns Arena         ,
 168 ,"Wed, Nov 10, 2021" ,10:00p     ,Minnesota Timberwolves ,110 ,Golden State Warriors  ,  123 ,Box Score  ,           ,18064.0 ,2:25   ,Chase Center               ,
 169 ,"Wed, Nov 10, 2021" ,10:00p     ,Miami Heat             ,117 ,Los Angeles Lakers     ,  120 ,Box Score  ,OT         ,18997.0 ,2:45   ,Crypto.com Arena           ,
 170 ,"Thu, Nov 11, 2021" ,7:00p      ,Toronto Raptors        ,115 ,Philadelphia 76ers     ,  109 ,Box Score  ,           ,20112.0 ,2:12   ,Wells Fargo Center         ,
 171 ,"Thu, Nov 11, 2021" ,9:00p      ,Indiana Pacers         ,111 ,Utah Jazz              ,  100 ,Box Score  ,           ,18306.0 ,2:13   ,Vivint Smart Home Arena    ,
 172 ,"Thu, Nov 11, 2021" ,10:30p     ,Miami Heat             ,109 ,Los Angeles Clippers   ,  112 ,Box Score  ,           ,16150.0 ,2:12   ,Crypto.com Arena           ,
 173 ,"Fri, Nov 12, 2021" ,7:00p      ,New York Knicks        , 96 ,Charlotte Hornets      ,  104 ,Box Score  ,           ,19257.0 ,2:15   ,Spectrum Center            ,
 174 ,"Fri, Nov 12, 2021" ,7:30p      ,Milwaukee Bucks        ,113 ,Boston Celtics         ,  122 ,Box Score  ,OT         ,19156.0 ,2:21   ,TD Garden                  ,
 175 ,"Fri, Nov 12, 2021" ,7:30p      ,Detroit Pistons        , 78 ,Cleveland Cavaliers    ,   98 ,Box Score  ,           ,17095.0 ,1:58   ,Rocket Mortgage Fieldhouse ,
 176 ,"Fri, Nov 12, 2021" ,8:00p      ,Portland Trail Blazers ,104 ,Houston Rockets        ,   92 ,Box Score  ,           ,15468.0 ,2:13   ,Toyota Center              ,
 177 ,"Fri, Nov 12, 2021" ,8:00p      ,Phoenix Suns           ,119 ,Memphis Grizzlies      ,   94 ,Box Score  ,           ,15886.0 ,2:03   ,FedEx Forum                ,
 178 ,"Fri, Nov 12, 2021" ,8:00p      ,Brooklyn Nets          ,120 ,New Orleans Pelicans   ,  112 ,Box Score  ,           ,14650.0 ,2:13   ,Smoothie King Center       ,
 179 ,"Fri, Nov 12, 2021" ,8:00p      ,Sacramento Kings       ,103 ,Oklahoma City Thunder  ,  105 ,Box Score  ,           ,12881.0 ,2:08   ,Paycom Center              ,
 180 ,"Fri, Nov 12, 2021" ,8:30p      ,Dallas Mavericks       ,123 ,San Antonio Spurs      ,  109 ,Box Score  ,           ,13425.0 ,2:04   ,AT&T Center                ,
 181 ,"Fri, Nov 12, 2021" ,9:00p      ,Atlanta Hawks          , 96 ,Denver Nuggets         ,  105 ,Box Score  ,           ,16849.0 ,2:07   ,Ball Arena                 ,
 182 ,"Fri, Nov 12, 2021" ,10:00p     ,Chicago Bulls          , 93 ,Golden State Warriors  ,  119 ,Box Score  ,           ,18064.0 ,2:12   ,Chase Center               ,
 183 ,"Fri, Nov 12, 2021" ,10:30p     ,Minnesota Timberwolves ,107 ,Los Angeles Lakers     ,   83 ,Box Score  ,           ,18997.0 ,2:15   ,Crypto.com Arena           ,
 184 ,"Sat, Nov 13, 2021" ,5:00p      ,Miami Heat             ,111 ,Utah Jazz              ,  105 ,Box Score  ,           ,18306.0 ,2:29   ,Vivint Smart Home Arena    ,
 185 ,"Sat, Nov 13, 2021" ,7:00p      ,Philadelphia 76ers     ,113 ,Indiana Pacers         ,  118 ,Box Score  ,           ,14483.0 ,2:13   ,Gainbridge Fieldhouse      ,
 186 ,"Sat, Nov 13, 2021" ,7:00p      ,Memphis Grizzlies      ,101 ,New Orleans Pelicans   ,  112 ,Box Score  ,           ,14358.0 ,2:13   ,Smoothie King Center       ,
 187 ,"Sat, Nov 13, 2021" ,7:00p      ,Washington Wizards     ,104 ,Orlando Magic          ,   92 ,Box Score  ,           ,17272.0 ,2:03   ,Amway Center               ,
 188 ,"Sat, Nov 13, 2021" ,7:30p      ,Detroit Pistons        ,127 ,Toronto Raptors        ,  121 ,Box Score  ,           ,19800.0 ,2:21   ,Scotiabank Arena           ,
 189 ,"Sat, Nov 13, 2021" ,8:00p      ,Boston Celtics         , 89 ,Cleveland Cavaliers    ,   91 ,Box Score  ,           ,19432.0 ,2:09   ,Rocket Mortgage Fieldhouse ,
 190 ,"Sat, Nov 13, 2021" ,10:30p     ,Minnesota Timberwolves ,102 ,Los Angeles Clippers   ,  129 ,Box Score  ,           ,15285.0 ,1:56   ,Crypto.com Arena           ,
 191 ,"Sun, Nov 14, 2021" ,3:30p      ,San Antonio Spurs      ,106 ,Los Angeles Lakers     ,  114 ,Box Score  ,           ,18997.0 ,2:05   ,Crypto.com Arena           ,
 192 ,"Sun, Nov 14, 2021" ,6:00p      ,Milwaukee Bucks        ,100 ,Atlanta Hawks          ,  120 ,Box Score  ,           ,16901.0 ,2:04   ,State Farm Arena           ,
 193 ,"Sun, Nov 14, 2021" ,7:00p      ,Golden State Warriors  ,102 ,Charlotte Hornets      ,  106 ,Box Score  ,           ,19559.0 ,2:14   ,Spectrum Center            ,
 194 ,"Sun, Nov 14, 2021" ,7:00p      ,Phoenix Suns           ,115 ,Houston Rockets        ,   89 ,Box Score  ,           ,16088.0 ,2:10   ,Toyota Center              ,
 195 ,"Sun, Nov 14, 2021" ,7:00p      ,Brooklyn Nets          ,120 ,Oklahoma City Thunder  ,   96 ,Box Score  ,           ,15080.0 ,2:01   ,Paycom Center              ,
 196 ,"Sun, Nov 14, 2021" ,8:00p      ,Portland Trail Blazers , 95 ,Denver Nuggets         ,  124 ,Box Score  ,           ,14583.0 ,1:56   ,Ball Arena                 ,
 197 ,"Sun, Nov 14, 2021" ,9:30p      ,Chicago Bulls          ,100 ,Los Angeles Clippers   ,   90 ,Box Score  ,           ,17899.0 ,2:10   ,Crypto.com Arena           ,
 198 ,"Mon, Nov 15, 2021" ,7:00p      ,Boston Celtics         , 98 ,Cleveland Cavaliers    ,   92 ,Box Score  ,           ,17186.0 ,2:09   ,Rocket Mortgage Fieldhouse ,
 199 ,"Mon, Nov 15, 2021" ,7:00p      ,Sacramento Kings       ,129 ,Detroit Pistons        ,  107 ,Box Score  ,           ,10092.0 ,2:02   ,Little Caesars Arena       ,
 200 ,"Mon, Nov 15, 2021" ,7:00p      ,New Orleans Pelicans   ,100 ,Washington Wizards     ,  105 ,Box Score  ,           ,13914.0 ,2:21   ,Capital One Arena          ,
 201 ,"Mon, Nov 15, 2021" ,7:30p      ,Orlando Magic          ,111 ,Atlanta Hawks          ,  129 ,Box Score  ,           ,13061.0 ,2:11   ,State Farm Arena           ,
 202 ,"Mon, Nov 15, 2021" ,7:30p      ,Indiana Pacers         , 84 ,New York Knicks        ,   92 ,Box Score  ,           ,16792.0 ,2:05   ,Madison Square Garden (IV) ,
 203 ,"Mon, Nov 15, 2021" ,8:00p      ,Denver Nuggets         ,101 ,Dallas Mavericks       ,  111 ,Box Score  ,           ,19797.0 ,2:08   ,American Airlines Center   ,
 204 ,"Mon, Nov 15, 2021" ,8:00p      ,Houston Rockets        ,102 ,Memphis Grizzlies      ,  136 ,Box Score  ,           ,11482.0 ,2:04   ,FedEx Forum                ,
 205 ,"Mon, Nov 15, 2021" ,8:00p      ,Phoenix Suns           , 99 ,Minnesota Timberwolves ,   96 ,Box Score  ,           ,16274.0 ,2:23   ,Target Center              ,
 206 ,"Mon, Nov 15, 2021" ,8:00p      ,Miami Heat             ,103 ,Oklahoma City Thunder  ,   90 ,Box Score  ,           ,12330.0 ,2:05   ,Paycom Center              ,
 207 ,"Mon, Nov 15, 2021" ,10:00p     ,Toronto Raptors        ,113 ,Portland Trail Blazers ,  118 ,Box Score  ,           ,16142.0 ,2:07   ,Moda Center                ,
 208 ,"Mon, Nov 15, 2021" ,10:30p     ,Chicago Bulls          ,121 ,Los Angeles Lakers     ,  103 ,Box Score  ,           ,18997.0 ,2:17   ,Crypto.com Arena           ,
 209 ,"Tue, Nov 16, 2021" ,7:30p      ,Golden State Warriors  ,117 ,Brooklyn Nets          ,   99 ,Box Score  ,           ,17732.0 ,2:22   ,Barclays Center            ,
 210 ,"Tue, Nov 16, 2021" ,10:00p     ,Philadelphia 76ers     , 85 ,Utah Jazz              ,  120 ,Box Score  ,           ,18306.0 ,2:10   ,Vivint Smart Home Arena    ,
 211 ,"Tue, Nov 16, 2021" ,10:30p     ,San Antonio Spurs      , 92 ,Los Angeles Clippers   ,  106 ,Box Score  ,           ,13298.0 ,2:00   ,Crypto.com Arena           ,
 212 ,"Wed, Nov 17, 2021" ,7:00p      ,Washington Wizards     , 87 ,Charlotte Hornets      ,   97 ,Box Score  ,           ,14402.0 ,1:59   ,Spectrum Center            ,
 213 ,"Wed, Nov 17, 2021" ,7:00p      ,Indiana Pacers         , 89 ,Detroit Pistons        ,   97 ,Box Score  ,           ,11457.0 ,2:16   ,Little Caesars Arena       ,
 214 ,"Wed, Nov 17, 2021" ,7:30p      ,Boston Celtics         , 99 ,Atlanta Hawks          ,  110 ,Box Score  ,           ,16445.0 ,2:02   ,State Farm Arena           ,
 215 ,"Wed, Nov 17, 2021" ,7:30p      ,Cleveland Cavaliers    , 99 ,Brooklyn Nets          ,  109 ,Box Score  ,           ,16922.0 ,2:07   ,Barclays Center            ,
 216 ,"Wed, Nov 17, 2021" ,7:30p      ,New Orleans Pelicans   , 98 ,Miami Heat             ,  113 ,Box Score  ,           ,19600.0 ,2:14   ,FTX Arena                  ,
 217 ,"Wed, Nov 17, 2021" ,7:30p      ,Los Angeles Lakers     ,102 ,Milwaukee Bucks        ,  109 ,Box Score  ,           ,17341.0 ,2:12   ,Fiserv Forum               ,
 218 ,"Wed, Nov 17, 2021" ,7:30p      ,Orlando Magic          ,104 ,New York Knicks        ,   98 ,Box Score  ,           ,16680.0 ,2:10   ,Madison Square Garden (IV) ,
 219 ,"Wed, Nov 17, 2021" ,8:00p      ,Sacramento Kings       , 97 ,Minnesota Timberwolves ,  107 ,Box Score  ,           ,13108.0 ,2:17   ,Target Center              ,
 220 ,"Wed, Nov 17, 2021" ,8:00p      ,Houston Rockets        , 89 ,Oklahoma City Thunder  ,  101 ,Box Score  ,           ,12066.0 ,2:09   ,Paycom Center              ,
 221 ,"Wed, Nov 17, 2021" ,10:00p     ,Dallas Mavericks       , 98 ,Phoenix Suns           ,  105 ,Box Score  ,           ,14838.0 ,2:05   ,Phoenix Suns Arena         ,
 222 ,"Wed, Nov 17, 2021" ,10:00p     ,Chicago Bulls          ,107 ,Portland Trail Blazers ,  112 ,Box Score  ,           ,17492.0 ,2:15   ,Moda Center                ,
 223 ,"Thu, Nov 18, 2021" ,7:30p      ,Golden State Warriors  ,104 ,Cleveland Cavaliers    ,   89 ,Box Score  ,           ,19432.0 ,2:08   ,Rocket Mortgage Fieldhouse ,
 224 ,"Thu, Nov 18, 2021" ,7:30p      ,Washington Wizards     , 97 ,Miami Heat             ,  112 ,Box Score  ,           ,19600.0 ,2:01   ,FTX Arena                  ,
 225 ,"Thu, Nov 18, 2021" ,8:00p      ,Los Angeles Clippers   ,108 ,Memphis Grizzlies      ,  120 ,Box Score  ,           ,13419.0 ,2:00   ,FedEx Forum                ,
 226 ,"Thu, Nov 18, 2021" ,8:00p      ,San Antonio Spurs      , 90 ,Minnesota Timberwolves ,  115 ,Box Score  ,           ,13572.0 ,2:02   ,Target Center              ,
 227 ,"Thu, Nov 18, 2021" ,9:00p      ,Philadelphia 76ers     ,103 ,Denver Nuggets         ,   89 ,Box Score  ,           ,14547.0 ,2:03   ,Ball Arena                 ,
 228 ,"Thu, Nov 18, 2021" ,9:00p      ,Toronto Raptors        ,103 ,Utah Jazz              ,  119 ,Box Score  ,           ,18306.0 ,2:03   ,Vivint Smart Home Arena    ,
 229 ,"Fri, Nov 19, 2021" ,7:00p      ,Indiana Pacers         ,118 ,Charlotte Hornets      ,  121 ,Box Score  ,           ,16787.0 ,2:27   ,Spectrum Center            ,
 230 ,"Fri, Nov 19, 2021" ,7:00p      ,Golden State Warriors  ,105 ,Detroit Pistons        ,  102 ,Box Score  ,           ,20088.0 ,2:16   ,Little Caesars Arena       ,
 231 ,"Fri, Nov 19, 2021" ,7:30p      ,Los Angeles Lakers     ,108 ,Boston Celtics         ,  130 ,Box Score  ,           ,19156.0 ,2:22   ,TD Garden                  ,
 232 ,"Fri, Nov 19, 2021" ,7:30p      ,Orlando Magic          ,113 ,Brooklyn Nets          ,  115 ,Box Score  ,           ,16966.0 ,2:23   ,Barclays Center            ,
 233 ,"Fri, Nov 19, 2021" ,8:00p      ,Oklahoma City Thunder  , 89 ,Milwaukee Bucks        ,   96 ,Box Score  ,           ,17341.0 ,2:11   ,Fiserv Forum               ,
 234 ,"Fri, Nov 19, 2021" ,8:00p      ,Los Angeles Clippers   , 81 ,New Orleans Pelicans   ,   94 ,Box Score  ,           ,15274.0 ,1:55   ,Smoothie King Center       ,
 235 ,"Fri, Nov 19, 2021" ,9:00p      ,Chicago Bulls          ,114 ,Denver Nuggets         ,  108 ,Box Score  ,           ,19520.0 ,2:12   ,Ball Arena                 ,
 236 ,"Fri, Nov 19, 2021" ,10:00p     ,Dallas Mavericks       ,104 ,Phoenix Suns           ,  112 ,Box Score  ,           ,17071.0 ,2:14   ,Phoenix Suns Arena         ,
 237 ,"Fri, Nov 19, 2021" ,10:00p     ,Toronto Raptors        ,108 ,Sacramento Kings       ,   89 ,Box Score  ,           ,13159.0 ,2:08   ,Golden 1 Center            ,
 238 ,"Sat, Nov 20, 2021" ,5:00p      ,Houston Rockets        , 99 ,New York Knicks        ,  106 ,Box Score  ,           ,19812.0 ,2:24   ,Madison Square Garden (IV) ,
 239 ,"Sat, Nov 20, 2021" ,7:00p      ,New Orleans Pelicans   , 94 ,Indiana Pacers         ,  111 ,Box Score  ,           ,15081.0 ,2:03   ,Gainbridge Fieldhouse      ,
 240 ,"Sat, Nov 20, 2021" ,7:00p      ,Miami Heat             ,100 ,Washington Wizards     ,  103 ,Box Score  ,           ,20476.0 ,2:21   ,Capital One Arena          ,
 241 ,"Sat, Nov 20, 2021" ,7:30p      ,Charlotte Hornets      ,105 ,Atlanta Hawks          ,  115 ,Box Score  ,           ,17320.0 ,2:08   ,State Farm Arena           ,
 242 ,"Sat, Nov 20, 2021" ,7:30p      ,Oklahoma City Thunder  ,105 ,Boston Celtics         ,  111 ,Box Score  ,           ,19156.0 ,1:58   ,TD Garden                  ,
 243 ,"Sat, Nov 20, 2021" ,8:00p      ,Orlando Magic          ,108 ,Milwaukee Bucks        ,  117 ,Box Score  ,           ,17341.0 ,2:17   ,Fiserv Forum               ,
 244 ,"Sat, Nov 20, 2021" ,8:00p      ,Memphis Grizzlies      , 95 ,Minnesota Timberwolves ,  138 ,Box Score  ,           ,17136.0 ,2:20   ,Target Center              ,
 245 ,"Sat, Nov 20, 2021" ,10:00p     ,Philadelphia 76ers     ,111 ,Portland Trail Blazers ,  118 ,Box Score  ,           ,17027.0 ,2:16   ,Moda Center                ,
 246 ,"Sat, Nov 20, 2021" ,10:00p     ,Utah Jazz              ,123 ,Sacramento Kings       ,  105 ,Box Score  ,           ,13180.0 ,2:20   ,Golden 1 Center            ,
 247 ,"Sun, Nov 21, 2021" ,3:30p      ,Dallas Mavericks       , 91 ,Los Angeles Clippers   ,   97 ,Box Score  ,           ,17149.0 ,2:14   ,Crypto.com Arena           ,
 248 ,"Sun, Nov 21, 2021" ,6:00p      ,Los Angeles Lakers     ,121 ,Detroit Pistons        ,  116 ,Box Score  ,           ,15532.0 ,2:34   ,Little Caesars Arena       ,
 249 ,"Sun, Nov 21, 2021" ,8:00p      ,New York Knicks        ,103 ,Chicago Bulls          ,  109 ,Box Score  ,           ,21813.0 ,2:23   ,United Center              ,
 250 ,"Sun, Nov 21, 2021" ,8:00p      ,Denver Nuggets         , 97 ,Phoenix Suns           ,  126 ,Box Score  ,           ,16072.0 ,2:14   ,Phoenix Suns Arena         ,
 251 ,"Sun, Nov 21, 2021" ,8:30p      ,Toronto Raptors        ,104 ,Golden State Warriors  ,  119 ,Box Score  ,           ,18064.0 ,2:08   ,Chase Center               ,
 252 ,"Mon, Nov 22, 2021" ,7:00p      ,Brooklyn Nets          ,117 ,Cleveland Cavaliers    ,  112 ,Box Score  ,           ,17387.0 ,2:18   ,Rocket Mortgage Fieldhouse ,
 253 ,"Mon, Nov 22, 2021" ,7:00p      ,Charlotte Hornets      ,109 ,Washington Wizards     ,  103 ,Box Score  ,           ,16575.0 ,2:18   ,Capital One Arena          ,
 254 ,"Mon, Nov 22, 2021" ,7:30p      ,Oklahoma City Thunder  ,101 ,Atlanta Hawks          ,  113 ,Box Score  ,           ,15806.0 ,1:58   ,State Farm Arena           ,
 255 ,"Mon, Nov 22, 2021" ,7:30p      ,Houston Rockets        , 90 ,Boston Celtics         ,  108 ,Box Score  ,           ,19156.0 ,2:08   ,TD Garden                  ,
 256 ,"Mon, Nov 22, 2021" ,8:00p      ,Indiana Pacers         ,109 ,Chicago Bulls          ,   77 ,Box Score  ,           ,21586.0 ,1:59   ,United Center              ,
 257 ,"Mon, Nov 22, 2021" ,8:00p      ,Orlando Magic          , 92 ,Milwaukee Bucks        ,  123 ,Box Score  ,           ,17341.0 ,2:05   ,Fiserv Forum               ,
 258 ,"Mon, Nov 22, 2021" ,8:00p      ,Minnesota Timberwolves ,110 ,New Orleans Pelicans   ,   96 ,Box Score  ,           ,15689.0 ,2:10   ,Smoothie King Center       ,
 259 ,"Mon, Nov 22, 2021" ,8:30p      ,Phoenix Suns           ,115 ,San Antonio Spurs      ,  111 ,Box Score  ,           ,14715.0 ,2:11   ,AT&T Center                ,
 260 ,"Mon, Nov 22, 2021" ,9:00p      ,Memphis Grizzlies      ,119 ,Utah Jazz              ,  118 ,Box Score  ,           ,18306.0 ,2:17   ,Vivint Smart Home Arena    ,
 261 ,"Mon, Nov 22, 2021" ,10:00p     ,Philadelphia 76ers     ,102 ,Sacramento Kings       ,   94 ,Box Score  ,           ,13948.0 ,2:12   ,Golden 1 Center            ,
 262 ,"Tue, Nov 23, 2021" ,7:00p      ,Miami Heat             ,100 ,Detroit Pistons        ,   92 ,Box Score  ,           ,13123.0 ,2:14   ,Little Caesars Arena       ,
 263 ,"Tue, Nov 23, 2021" ,7:30p      ,Los Angeles Lakers     ,100 ,New York Knicks        ,  106 ,Box Score  ,           ,19812.0 ,2:26   ,Madison Square Garden (IV) ,
 264 ,"Tue, Nov 23, 2021" ,10:00p     ,Denver Nuggets         ,100 ,Portland Trail Blazers ,  119 ,Box Score  ,           ,17052.0 ,2:10   ,Moda Center                ,
 265 ,"Tue, Nov 23, 2021" ,10:30p     ,Dallas Mavericks       ,112 ,Los Angeles Clippers   ,  104 ,Box Score  ,OT         ,17067.0 ,2:42   ,Crypto.com Arena           ,
